Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?,y,days_to_forward,Date received_year,Date received_month,Date received_dow,p_yes,p_no,pred,expected_cost,high_cost_flag
1252624,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,AZ,85301.0,2015-02-23,2015-02-23,Gurstel Chargo PA,Closed with non-monetary relief,Yes,,1,0.0,2015,2,0,0.4596361411056445,0.5403638588943556,1,5.3229108711548445,0
1228342,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,GA,31324.0,2015-02-06,2015-02-06,AllianceOne Recievables Management,Closed with explanation,Yes,,1,0.0,2015,2,4,0.5406842440021674,0.4593157559978326,1,4.674526047982661,0
1257328,Debt collection,Payday loan,Improper contact or sharing of info,Talked to a third party about my debt,MO,65775.0,2015-02-25,2015-02-25,"Delray Capital, LLC",Closed,Yes,,1,0.0,2015,2,2,0.3328254695155701,0.6671745304844299,1,6.337396243875439,0
1182185,Consumer loan,Installment loan,Managing the loan or lease,,FL,33773.0,2015-01-06,2015-01-07,Bank of America,Closed with explanation,Yes,,1,1.0,2015,1,1,0.4031996529010836,0.5968003470989164,1,5.974402776791331,0
1264888,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,33319.0,2015-03-03,2015-03-09,FCI Lender Services Inc.,Closed with explanation,Yes,,1,6.0,2015,3,1,0.5756212143950187,0.4243787856049813,1,5.595030284839851,0
1180092,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NY,10016.0,2015-01-04,2015-01-05,Bank of America,Closed with monetary relief,Yes,No,1,1.0,2015,1,6,0.4674576074537919,0.532542392546208,1,5.460339140369665,0
1205022,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NY,10036.0,2015-01-22,2015-01-22,Specialized Loan Servicing LLC,Closed with explanation,Yes,,1,0.0,2015,1,3,0.5623384281588191,0.43766157184118093,1,4.501292574729447,0
1198081,Credit reporting,,Incorrect information on credit report,Account status,FL,33483.0,2015-01-17,2015-01-23,Experian,Closed with explanation,Yes,Yes,1,6.0,2015,1,5,0.5882969014164143,0.41170309858358567,1,20.493624788668686,1
1257034,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,VA,22835.0,2015-02-25,2015-03-04,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,,1,7.0,2015,2,2,0.6713219314425999,0.3286780685574001,1,5.029424548459201,0
1250767,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,VT,5403.0,2015-02-20,2015-02-27,JPMorgan Chase,Closed with explanation,Yes,Yes,1,7.0,2015,2,4,0.5489165817998667,0.4510834182001333,1,21.008667345601065,1
1228361,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33173.0,2015-02-06,2015-02-06,Capital One,Closed with explanation,Yes,,1,0.0,2015,2,4,0.7294943262599718,0.2705056737400282,1,3.1640453899202257,0
1229220,Debt collection,Payday loan,False statements or representation,Impersonated an attorney or official,OK,73062.0,2015-02-06,2015-02-06,ACE Cash Express Inc.,Closed with explanation,Yes,,1,0.0,2015,2,4,0.4152593563049661,0.584740643695034,1,5.677925149560272,0
1228366,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,OH,44137.0,2015-02-06,2015-02-06,"Bayview Loan Servicing, LLC",Closed with explanation,Yes,,1,0.0,2015,2,4,0.5852460928075404,0.41475390719245964,1,4.318031257539677,0
1213428,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,VA,23601.0,2015-01-27,2015-01-27,Equifax,Closed with non-monetary relief,Yes,,1,0.0,2015,1,1,0.66208362117464,0.33791637882535996,1,3.7033310306028797,0
1185237,Bank account or service,Other bank product/service,Deposits and withdrawals,,CA,92707.0,2015-01-07,2015-01-13,Bank of America,Closed with explanation,Yes,,1,6.0,2015,1,2,0.4373538888675713,0.5626461111324287,1,6.70116888905943,0
1185178,Money transfers,Domestic (US) money transfer,Wrong amount charged or received,,TX,78216.0,2015-01-07,2015-01-07,USAA Savings,Closed with explanation,Yes,,1,0.0,2015,1,2,0.7120390051286348,0.2879609948713652,1,3.3036879589709214,0
1202900,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NC,28210.0,2015-01-21,2015-01-21,Wells Fargo,Closed with explanation,Yes,,1,0.0,2015,1,2,0.4274061211349435,0.5725938788650565,1,5.580751030920452,0
1210492,Debt collection,,Communication tactics,Frequent or repeated calls,FL,32211.0,2015-01-26,2015-01-26,Premier Recovery Group,Untimely response,No,,0,0.0,2015,1,0,0.07745668259927024,0.9225433174007298,0,8.380346539205838,0
1231966,Student loan,Non-federal student loan,Can't repay my loan,,IL,60804.0,2015-02-09,2015-02-09,Genesis Lending,Closed with explanation,Yes,,1,0.0,2015,2,0,0.7246365987481476,0.27536340125185244,1,3.2029072100148195,0
1248530,Credit reporting,,Incorrect information on credit report,Account status,TX,78233.0,2015-02-20,2015-02-27,Equifax,Closed with explanation,Yes,,1,7.0,2015,2,4,0.620640051507156,0.37935994849284405,1,5.434879587942753,0
1214130,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,VA,23112.0,2015-01-28,2015-02-02,SunTrust Bank,Closed with explanation,Yes,Yes,1,5.0,2015,1,2,0.6254569886294695,0.3745430113705305,1,19.996344090964243,1
1205590,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,95665.0,2015-01-13,2015-01-13,PNC Bank,Closed with explanation,Yes,,1,0.0,2015,1,1,0.6029336173395702,0.3970663826604298,1,4.1765310612834385,0
1269595,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt is not mine,TX,79912.0,2015-03-05,2015-03-05,"Enova International, Inc.",Closed with explanation,Yes,,1,0.0,2015,3,3,0.6768066241713376,0.32319337582866237,1,3.585547006629299,0
1230754,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,NJ,7422.0,2015-02-09,2015-02-09,"Pressler & Pressler, LLP",Closed with explanation,Yes,,1,0.0,2015,2,0,0.5864647906225204,0.41353520937747956,1,4.3082816750198365,0
1193893,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,NY,11779.0,2015-01-15,2015-01-15,Capital One,Closed with explanation,Yes,Yes,1,0.0,2015,1,3,0.594505546676378,0.405494453323622,1,19.243955626588978,0
1202658,Credit card,,Transaction issue,,NC,27513.0,2015-01-21,2015-01-21,Citibank,Closed with monetary relief,Yes,,1,0.0,2015,1,2,0.6884638829933553,0.31153611700664474,1,3.492288936053158,0
1200376,Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,MN,55362.0,2015-01-20,2015-01-20,Navient,Closed with explanation,Yes,,1,0.0,2015,1,1,0.5603033858185257,0.4396966141814743,1,4.517572913451795,0
1208030,Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,HI,96745.0,2015-01-24,2015-01-24,"National Credit Adjusters, LLC",Closed with explanation,Yes,,1,0.0,2015,1,5,0.563041640748076,0.43695835925192394,1,4.495666874015392,0
1217163,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32862.0,2015-01-29,2015-01-29,Equifax,Closed with explanation,Yes,Yes,1,0.0,2015,1,3,0.7102712434483982,0.2897287565516018,1,18.317830052412816,0
1259508,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,33467.0,2015-02-26,2015-03-04,Transworld Systems Inc.,Closed with explanation,Yes,,1,6.0,2015,2,3,0.6654645543332727,0.3345354456667273,1,4.876283565333819,0
1233047,Bank account or service,Checking account,Deposits and withdrawals,,CO,80907.0,2015-02-09,2015-02-13,Webster Bank,Closed with explanation,Yes,,1,4.0,2015,2,0,0.5123434025975997,0.4876565974024003,1,5.701252779219202,0
1246361,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,NV,89128.0,2015-02-19,2015-02-19,"Check City Partnership, LLC",Closed with explanation,Yes,,1,0.0,2015,2,3,0.49455218739855594,0.5054478126014441,1,5.043582500811553,0
1196322,Student loan,Non-federal student loan,Can't repay my loan,,TN,37130.0,2015-01-15,2015-01-16,Navient,Closed with explanation,Yes,Yes,1,1.0,2015,1,3,0.7020331920437467,0.2979668079562533,1,18.583734463650025,0
1257321,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,IL,60657.0,2015-02-25,2015-03-03,Collection Bureau of America Ltd.,Closed with explanation,Yes,,1,6.0,2015,2,2,0.5079450383186139,0.49205496168138607,1,6.136439693451089,0
1232940,Bank account or service,Checking account,Problems caused by my funds being low,,NJ,7106.0,2015-02-10,2015-02-11,TD Bank,Closed with monetary relief,Yes,,1,1.0,2015,2,1,0.783385014624702,0.216614985375298,1,2.932919883002384,0
1239174,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,CA,91766.0,2015-02-13,2015-02-23,"Servis One, Inc.",In progress,Yes,,1,10.0,2015,2,4,0.39413227290562386,0.6058677270943762,1,7.84694181675501,0
1221607,Credit reporting,,Incorrect information on credit report,Account status,CA,92627.0,2015-02-03,2015-02-06,LHR Inc.,Untimely response,No,,0,3.0,2015,2,1,0.11628813942879793,0.8837118605712021,0,8.669694884569617,0
1233095,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,NJ,7072.0,2015-02-09,2015-02-10,OneWest Bank,Closed with explanation,Yes,,1,1.0,2015,2,0,0.2328549142041424,0.7671450857958576,1,7.337160686366861,0
1207220,Credit reporting,,Incorrect information on credit report,Account status,CA,91350.0,2015-01-23,2015-02-18,TransUnion,Closed with explanation,Yes,,1,26.0,2015,1,4,0.6043047209082495,0.3956952790917505,1,9.365562232734003,0
1187995,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,LA,70506.0,2015-01-09,2015-01-12,JPMorgan Chase,Closed with explanation,Yes,Yes,1,3.0,2015,1,4,0.4714688235213756,0.5285311764786245,1,20.828249411829,1
1263464,Bank account or service,Other bank product/service,"Account opening, closing, or management",,MD,20706.0,2015-03-02,2015-03-02,PNC Bank,Closed,Yes,Yes,1,0.0,2015,3,0,0.749713400935899,0.250286599064101,1,18.002292792512808,0
1223301,Consumer loan,Vehicle loan,Taking out the loan or lease,,MD,20602.0,2015-02-03,2015-02-07,"Integrity Solution Services, Inc.",Closed with explanation,Yes,,1,4.0,2015,2,1,0.5198273288347102,0.48017267116528983,1,5.6413813693223185,0
1276586,Credit reporting,,Incorrect information on credit report,Account status,NY,14094.0,2015-03-10,2015-03-10,TransUnion,Closed with explanation,Yes,,1,0.0,2015,3,1,0.6828976307217349,0.3171023692782651,1,3.5368189542261206,0
1211414,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,TX,76155.0,2015-01-26,2015-01-27,Equifax,Closed with non-monetary relief,Yes,,1,1.0,2015,1,0,0.7008388807941293,0.29916111920587074,1,3.593288953646966,0
1220233,Credit reporting,,Incorrect information on credit report,Account status,IL,60554.0,2015-02-02,2015-02-11,Equifax,Closed with explanation,Yes,,1,9.0,2015,2,0,0.6664334281976293,0.3335665718023707,1,5.4685325744189655,0
1235285,Credit card,,Closing/Cancelling account,,TN,37122.0,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,,1,0.0,2015,2,2,0.7863636251074138,0.21363637489258624,1,2.70909099914069,0
1230542,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,TX,76301.0,2015-02-08,2015-02-08,Nationstar Mortgage,Closed with explanation,Yes,,1,0.0,2015,2,6,0.5956733427689693,0.4043266572310307,1,4.234613257848245,0
1221045,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,VA,24551.0,2015-02-02,2015-02-04,HSBC,Closed with explanation,Yes,,1,2.0,2015,2,0,0.6179056930087438,0.38209430699125624,1,4.45675445593005,0
1220054,Credit reporting,,Incorrect information on credit report,Account status,MI,49770.0,2015-02-02,2015-02-24,Experian,Closed with explanation,Yes,,1,22.0,2015,2,0,0.6379431939081283,0.36205680609187174,1,8.296454448734973,0
1198415,Credit reporting,,Incorrect information on credit report,Account status,CA,94589.0,2015-01-17,2015-01-18,Experian,Closed with explanation,Yes,Yes,1,1.0,2015,1,5,0.5854475208154788,0.4145524791845212,1,19.516419833476167,1
1229093,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,92804.0,2015-02-06,2015-02-06,Wells Fargo,Closed with explanation,Yes,,1,0.0,2015,2,4,0.47823048732572854,0.5217695126742714,1,5.174156101394171,0
1263811,Credit card,,Other,,TX,78217.0,2015-03-02,2015-03-09,Capital One,Closed with monetary relief,Yes,,1,7.0,2015,3,0,0.8917959586459188,0.10820404135408124,1,3.2656323308326503,0
1215629,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,OH,45744.0,2015-01-29,2015-01-29,Equifax,Closed with non-monetary relief,Yes,,1,0.0,2015,1,3,0.7423303963727772,0.2576696036272228,1,3.0613568290177824,0
1224062,Prepaid card,Other special purpose card,Fees,,NJ,7456.0,2015-02-03,2015-02-09,Citibank,Closed with explanation,Yes,,1,6.0,2015,2,1,0.6984501390878325,0.3015498609121675,1,4.61239888729734,0
1255688,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,WY,82732.0,2015-02-24,2015-02-25,"ABA Recovery Service, Inc.",Closed with explanation,No,Yes,0,1.0,2015,2,1,0.45384377114950675,0.5461562288504933,1,20.569249830803944,1
1248730,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NY,10454.0,2015-02-20,2015-02-26,Experian,In progress,Yes,,1,6.0,2015,2,4,0.7461881024383946,0.2538118975616054,1,4.230495180492843,0
1240978,Bank account or service,Checking account,"Account opening, closing, or management",,OH,45342.0,2015-02-13,2015-02-20,Fifth Third Bank,Closed with explanation,Yes,Yes,1,7.0,2015,2,4,0.7078567490254961,0.2921432509745039,1,19.737146007796028,1
1262178,Credit reporting,,Incorrect information on credit report,Account terms,NV,89183.0,2015-03-01,2015-03-01,Equifax,Closed with explanation,Yes,,1,0.0,2015,3,6,0.6533184987404985,0.3466815012595015,1,3.773452010076012,0
1232437,Credit reporting,,Incorrect information on credit report,Account terms,NC,27103.0,2015-02-09,2015-02-09,Equifax,Closed with explanation,Yes,,1,0.0,2015,2,0,0.6152036465247561,0.3847963534752439,1,4.078370827801951,0
1192111,Credit reporting,,Incorrect information on credit report,Account status,VA,22192.0,2015-01-13,2015-01-26,TransUnion,Closed with explanation,Yes,,1,13.0,2015,1,1,0.663468592892143,0.336531407107857,1,6.292251256862857,0
1255107,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NY,13090.0,2015-02-24,2015-02-26,Encore Capital Group,Closed with non-monetary relief,Yes,,1,2.0,2015,2,1,0.5907350180976219,0.40926498190237814,1,4.6741198552190255,0
1205567,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,TX,76039.0,2015-01-12,2015-01-13,EverBank,Closed with explanation,Yes,,1,1.0,2015,1,0,0.5304453951167065,0.4695546048832935,1,4.956436839066348,0
1213337,Bank account or service,Checking account,Deposits and withdrawals,,AL,35243.0,2015-01-27,2015-01-28,Wells Fargo,Closed with explanation,Yes,,1,1.0,2015,1,1,0.38527822919693244,0.6147217708030676,1,6.117774166424541,0
1203559,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,TX,79924.0,2015-01-21,2015-01-26,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,1,5.0,2015,1,2,0.6129715632829041,0.38702843671709586,1,5.096227493736767,0
1211275,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MO,63137.0,2015-01-27,2015-01-27,Equifax,Closed with non-monetary relief,Yes,,1,0.0,2015,1,1,0.7465344438076166,0.2534655561923834,1,3.0277244495390674,0
1199899,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79416.0,2015-01-20,2015-01-20,Equifax,Closed with explanation,Yes,,1,0.0,2015,1,1,0.688413946319249,0.311586053680751,1,3.492688429446008,0
1254256,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,77340.0,2015-02-24,2015-02-24,Equifax,In progress,Yes,,1,0.0,2015,2,1,0.7355567378101094,0.26444326218989056,1,3.1155460975191245,0
1236961,Credit reporting,,Incorrect information on credit report,Account status,FL,32927.0,2015-02-12,2015-02-19,Equifax,Closed with explanation,Yes,,1,7.0,2015,2,3,0.6463055951261094,0.3536944048738906,1,5.229555238991125,0
1239283,Consumer loan,Vehicle lease,Managing the loan or lease,,WV,26292.0,2015-02-13,2015-02-20,Santander Consumer USA,Closed with explanation,Yes,,1,7.0,2015,2,4,0.8142207311531112,0.18577926884688878,1,3.8862341507751106,0
1217065,Debt collection,,Communication tactics,Frequent or repeated calls,FL,33166.0,2015-01-29,2015-01-29,"Broward Adjustment Services, Inc.",In progress,Yes,,1,0.0,2015,1,3,0.40140229450769443,0.5985977054923055,1,5.788781643938444,0
1230386,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,93063.0,2015-02-07,2015-02-08,Ocwen,In progress,Yes,,1,1.0,2015,2,5,0.29146192034702406,0.7085380796529759,1,6.868304637223807,0
1250861,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,11420.0,2015-02-21,2015-02-21,Bank of America,Closed with explanation,Yes,,1,0.0,2015,2,5,0.489773533486912,0.510226466513088,1,5.081811732104704,0
1187663,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,33785.0,2015-01-08,2015-01-16,Bank of America,Closed with non-monetary relief,Yes,,1,8.0,2015,1,3,0.4662071844523671,0.5337928155476329,1,6.870342524381064,0
1267539,Debt collection,,Communication tactics,Frequent or repeated calls,SC,29229.0,2015-03-04,2015-03-04,"United Recovery Systems, LP",Closed with explanation,Yes,,1,0.0,2015,3,2,0.30331949951327464,0.6966805004867254,1,6.573444003893803,0
1192755,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,95037.0,2015-01-14,2015-01-16,PNC Bank,Closed,Yes,,1,2.0,2015,1,2,0.5927184891129715,0.40728151088702846,1,4.658252087096228,0
1231710,Credit reporting,,Incorrect information on credit report,Account status,NY,11934.0,2015-02-09,2015-02-09,Experian,Closed with explanation,Yes,,1,0.0,2015,2,0,0.6354512734408357,0.36454872655916426,1,3.916389812473314,0
1216092,Bank account or service,Savings account,"Account opening, closing, or management",,NoI,-9999.0,2015-01-29,2015-01-30,CIT Bank,Closed with explanation,Yes,,1,1.0,2015,1,3,0.4371409682494929,0.5628590317505071,1,5.702872254004057,0
1207087,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,GA,30214.0,2015-01-23,2015-02-05,Ocwen,Closed with explanation,Yes,Yes,1,13.0,2015,1,4,0.23884955086558649,0.7611504491344135,1,24.68920359307531,1
1179598,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,VA,22033.0,2015-01-03,2015-01-03,Navy FCU,Closed with explanation,Yes,,1,0.0,2015,1,5,0.6082089538339918,0.39179104616600824,1,4.134328369328066,0
1198509,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,CA,90036.0,2015-01-18,2015-01-22,Tenet HealthCare Corporation,Closed with explanation,Yes,,1,4.0,2015,1,6,0.2607434457606031,0.739256554239397,1,7.7140524339151755,0
1186625,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,92307.0,2015-01-08,2015-01-22,"Shellpoint Partners, LLC",Closed with explanation,Yes,,1,14.0,2015,1,3,0.5305469557721212,0.4694530442278788,1,7.555624353823031,0
1198800,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,IL,62249.0,2015-01-19,2015-01-22,Resurgent Capital Services L.P.,Closed with explanation,Yes,Yes,1,3.0,2015,1,0,0.6333286503349113,0.36667134966508874,1,19.53337079732071,1
1256715,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,OR,97214.0,2015-02-25,2015-03-03,Bank of America,Closed,Yes,,1,6.0,2015,2,2,0.5565517191201399,0.4434482808798601,1,5.747586247038881,0
1252503,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,FL,33445.0,2015-02-23,2015-02-23,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,1,0.0,2015,2,0,0.636737470327641,0.36326252967235895,1,3.9061002373788716,0
1231742,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MA,1062.0,2015-02-09,2015-02-12,Heartland Payment Systems,Closed with explanation,Yes,,1,3.0,2015,2,0,0.5371102201050214,0.4628897798949786,1,5.303118239159829,0
1243705,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,TX,78626.0,2015-02-17,2015-02-23,Nationstar Mortgage,Closed with explanation,Yes,Yes,1,6.0,2015,2,1,0.5853942017825292,0.4146057982174708,1,20.516846385739765,1
1201414,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MD,21037.0,2015-01-21,2015-01-30,Nationstar Mortgage,Closed with explanation,Yes,,1,9.0,2015,1,2,0.6303511850701393,0.3696488149298607,1,5.757190519438885,0
1251159,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,GA,30188.0,2015-02-22,2015-02-22,"Rent Recover, LLC",Closed with explanation,Yes,Yes,1,0.0,2015,2,6,0.44126996010820563,0.5587300398917944,1,20.469840319134356,1
1262917,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,IL,60633.0,2015-03-02,2015-03-02,Transworld Systems Inc.,Closed with explanation,Yes,,1,0.0,2015,3,0,0.7185581399003322,0.28144186009966776,1,3.251534880797342,0
1202862,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,33055.0,2015-01-21,2015-01-21,Selene Finance,Closed with explanation,Yes,,1,0.0,2015,1,2,0.5591135935128442,0.4408864064871558,1,4.527091251897247,0
1265272,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,WA,98012.0,2015-03-03,2015-03-03,Wells Fargo,Closed with explanation,Yes,,1,0.0,2015,3,1,0.5201656298857668,0.47983437011423324,1,4.838674960913866,0
1234010,Payday loan,,Charged fees or interest I didn't expect,,TN,38103.0,2015-02-10,2015-02-26,Golden Title Loans LLC,Closed with non-monetary relief,Yes,,1,16.0,2015,2,1,0.4149071982676251,0.5850928017323749,1,8.880742413859,0
1186829,Bank account or service,Checking account,"Account opening, closing, or management",,MA,2125.0,2015-01-08,2015-01-15,Santander Bank US,Closed,Yes,,1,7.0,2015,1,3,0.6281811554131255,0.37181884458687453,1,5.374550756694997,0
1196819,Bank account or service,Checking account,Using a debit or ATM card,,NJ,7660.0,2015-01-16,2015-01-21,Wells Fargo,Closed with explanation,Yes,,1,5.0,2015,1,4,0.371508967255651,0.6284910327443489,1,7.027928261954791,0
1197299,Credit reporting,,Incorrect information on credit report,Account status,TX,78229.0,2015-01-16,2015-02-04,Equifax,Closed with non-monetary relief,Yes,,1,19.0,2015,1,4,0.5734972600162954,0.4265027399837046,1,8.212021919869636,0
1209379,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,NJ,8052.0,2015-01-26,2015-02-02,Insight Capital LLC (NV),Untimely response,No,,0,7.0,2015,1,0,0.20209516837208147,0.7979048316279185,0,8.783238653023348,0
1266600,Student loan,Non-federal student loan,Can't repay my loan,,WA,98409.0,2015-03-03,2015-03-04,Genesis Lending,Closed with explanation,Yes,,1,1.0,2015,3,1,0.7276229976254626,0.27237700237453744,1,3.3790160189962997,0
1186607,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt is not mine,LA,71291.0,2015-01-08,2015-01-13,Global Recovery Group,Closed,No,,0,5.0,2015,1,3,0.19085338906369526,0.8091466109363048,0,8.473172887490438,0
1223725,Mortgage,Conventional fixed mortgage,Settlement process and costs,,AZ,85340.0,2015-02-03,2015-02-04,Bank of America,Closed with non-monetary relief,Yes,,1,1.0,2015,2,1,0.6096713083182694,0.39032869168173057,1,4.322629533453845,0
1211628,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TN,37416.0,2015-01-27,2015-01-27,"Green Tree Servicing, LLC",In progress,Yes,,1,0.0,2015,1,1,0.6069727725225705,0.39302722747742946,1,4.144217819819436,0
